"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] AlbumTitleComparatorLevenshteinLowerCase record1Value","[0] AlbumTitleComparatorLevenshteinLowerCase record2Value","[0] AlbumTitleComparatorLevenshteinLowerCase record1PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase record2PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase similarity","[0] AlbumTitleComparatorLevenshteinLowerCase postproccesedSimilarity","[1] AlbumTotalTracksComparatorDeviationSimilarity record1Value","[1] AlbumTotalTracksComparatorDeviationSimilarity record2Value","[1] AlbumTotalTracksComparatorDeviationSimilarity record1PreprocessedValue","[1] AlbumTotalTracksComparatorDeviationSimilarity record2PreprocessedValue","[1] AlbumTotalTracksComparatorDeviationSimilarity similarity","[1] AlbumTotalTracksComparatorDeviationSimilarity postproccesedSimilarity","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record1Value","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record2Value","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity similarity","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record1Value","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record2Value","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity similarity","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity"
"LinearCombinationMatchingRule","WDC_35443","spy_12195","0.33333333333333337",,"diamanten","different","diamanten","different","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.29411764705882354","0.0","10.0",,"10.0",,"0.30000000000000004","0.0","2154.0",,"2154.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_36636","spy_14267","0.6666666666666667",,"gouryella","gorilla","gouryella","gorilla","0.6666666666666667","0.6666666666666667","10.0",,"10.0",,"0.3","0.0","10.0",,"10.0",,"0.6","0.0","1827.0",,"1827.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_26268","spy_1482","0.5",,"gold","goat","gold","goat","0.5","0.5","10.0",,"10.0",,"0.45","0.0","10.0",,"10.0",,"0.9","0.0","1757.0",,"1757.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_20042","spy_1121","0.4444444444444444",,"moonraker","mora","moonraker","mora","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.29411764705882354","0.0","10.0",,"10.0",,"0.30000000000000004","0.0","2374.0",,"2374.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_19603","spy_7952","1.3636363636363638",,"collections","conchita","collections","conchita","0.36363636363636365","0.36363636363636365","10.0",,"10.0",,"1.0","1.0","10.0",,"10.0",,"1.0","1.0","2105.0",,"2105.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_25888","spy_15358","0.375",,"princesa","proci","princesa","proci","0.375","0.375","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1999.0",,"1999.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_27803","spy_3069","0.16666666666666663",,"resurrección","real","resurrección","real","0.16666666666666663","0.16666666666666663","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1906.0",,"1906.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_37436","spy_13186","0.5",,"intro","indigo","intro","indigo","0.5","0.5","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2045.0",,"2045.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_9947","spy_17378","0.5",,"precious","prendio","precious","prendio","0.5","0.5","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1788.0",,"1788.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_33352","spy_16768","0.33333333333333337",,"metrum","mega","metrum","mega","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","1766.0",,"1766.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_1807","spy_10236","0.33333333333333337",,"panoply","partypack","panoply","partypack","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.35","0.0","10.0",,"10.0",,"0.7","0.0","1810.0",,"1810.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_23989","spy_14709","0.2727272727272727",,"magic","malamarismo","magic","malamarismo","0.2727272727272727","0.2727272727272727","10.0",,"10.0",,"0.4","0.0","10.0",,"10.0",,"0.8","0.0","2212.0",,"2212.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_1807","spy_10237","0.36363636363636365",,"panoply","partymobile","panoply","partymobile","0.36363636363636365","0.36363636363636365","10.0",,"10.0",,"0.35","0.0","10.0",,"10.0",,"0.7","0.0","2408.0",,"2408.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_32793","spy_11583","0.2222222222222222",,"interiors","insomniac","interiors","insomniac","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1699.0",,"1699.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_23989","spy_14708","0.4",,"magic","mala","magic","mala","0.4","0.4","10.0",,"10.0",,"0.4","0.0","10.0",,"10.0",,"0.8","0.0","2192.0",,"2192.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_1807","spy_10238","0.36363636363636365",,"panoply","partymobile","panoply","partymobile","0.36363636363636365","0.36363636363636365","10.0",,"10.0",,"0.35","0.0","10.0",,"10.0",,"0.7","0.0","2408.0",,"2408.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_3370","spy_19702","0.2222222222222222",,"shatter","sherlokki","shatter","sherlokki","0.2222222222222222","0.2222222222222222","1.0",,"1.0",,"0.25","0.0","1.0",,"1.0",,"0.9","0.0","236.0",,"236.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_1807","spy_10233","0.23076923076923073",,"panoply","partynextdoor","panoply","partynextdoor","0.23076923076923073","0.23076923076923073","10.0",,"10.0",,"0.35","0.0","10.0",,"10.0",,"0.7","0.0","1936.0",,"1936.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_30648","spy_18381","0.2857142857142857",,"contact","comedy","contact","comedy","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","1953.0",,"1953.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_6247","spy_14270","1.3333333333333335",,"believe","beautiful","believe","beautiful","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"1.0","1.0","10.0",,"10.0",,"1.0","1.0","2820.0",,"2820.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_37300","spy_1396","0.2857142857142857",,"monster","molly","monster","molly","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","2085.0",,"2085.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_8945","spy_4175","0.375",,"champion","china","champion","china","0.375","0.375","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1857.0",,"1857.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_16052","spy_7139","0.33333333333333337",,"tesla","testimony","tesla","testimony","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2139.0",,"2139.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_12094","spy_14929","0.25",,"roadkill","robbery","roadkill","robbery","0.25","0.25","10.0",,"10.0",,"0.4","0.0","10.0",,"10.0",,"0.8","0.0","1748.0",,"1748.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11381","spy_2389","0.6666666666666667",,"bonita","boneka","bonita","boneka","0.6666666666666667","0.6666666666666667","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2604.0",,"2604.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_22183","spy_17687","0.33333333333333337",,"dindi","disturbia","dindi","disturbia","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.4","0.0","10.0",,"10.0",,"0.8","0.0","1734.0",,"1734.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_22674","spy_15291","0.25",,"pix","piękność","pix","piękność","0.25","0.25","4.0",,"4.0",,"0.18181818181818182","0.0","4.0",,"4.0",,"0.30000000000000004","0.0","556.0",,"556.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_128","spy_2479","0.36363636363636365",,"strangeland","stalker","strangeland","stalker","0.36363636363636365","0.36363636363636365","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1559.0",,"1559.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_39193","spy_18874","0.375",,"mababaza","malibu","mababaza","malibu","0.375","0.375","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2305.0",,"2305.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_26032","spy_2801","0.33333333333333337",,"sunday","sukker","sunday","sukker","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1721.0",,"1721.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_9018","spy_3450","0.7777777777777778",,"spirit in the room","spirit in the sky","spirit in the room","spirit in the sky","0.7777777777777778","0.7777777777777778","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1878.0",,"1878.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_27864","spy_324","0.4444444444444444",,"tinderbox","tigers","tinderbox","tigers","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","793.0",,"793.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_16187","spy_281","0.6",,"allez","alie","allez","alie","0.6","0.6","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2052.0",,"2052.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_20419","spy_9719","0.33333333333333337",,"heroes","hell","heroes","hell","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","1809.0",,"1809.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_24019","spy_1572","0.375",,"roots","rosenrot","roots","rosenrot","0.375","0.375","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","2658.0",,"2658.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_35842","spy_9583","0.2857142857142857",,"subject","sun","subject","sun","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.3125","0.0","10.0",,"10.0",,"0.4","0.0","1909.0",,"1909.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_27528","spy_5188","0.375",,"trablisa","trackpad","trablisa","trackpad","0.375","0.375","9.0",,"9.0",,"0.05555555555555555","0.0","9.0",,"9.0",,"0.19999999999999996","0.0","2491.0",,"2491.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_4975","spy_15810","0.2727272727272727",,"blackstreet","blk","blackstreet","blk","0.2727272727272727","0.2727272727272727","10.0",,"10.0",,"0.25","0.0","10.0",,"10.0",,"0.0","0.0","2108.0",,"2108.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_15847","spy_17231","0.25",,"lopangwe","longshot","lopangwe","longshot","0.25","0.25","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2340.0",,"2340.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_25152","spy_17649","0.41666666666666663",,"retrospect","reminiscence","retrospect","reminiscence","0.41666666666666663","0.41666666666666663","10.0",,"10.0",,"0.3333333333333333","0.0","10.0",,"10.0",,"0.5","0.0","1563.0",,"1563.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_38004","spy_18381","0.25",,"conversation","comedy","conversation","comedy","0.25","0.25","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1953.0",,"1953.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_44876","spy_1727","0.25",,"parklive","panama","parklive","panama","0.25","0.25","10.0",,"10.0",,"0.2","0.0","10.0",,"10.0",,"0.0","0.0","1933.0",,"1933.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_38215","spy_897","0.4444444444444444",,"solid","southside","solid","southside","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1782.0",,"1782.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_35755","spy_2396","0.2222222222222222",,"blackbird","blush","blackbird","blush","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","1776.0",,"1776.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_30169","spy_428","0.4",,"lovey","loko","lovey","loko","0.4","0.4","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2189.0",,"2189.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_29437","spy_16309","1.2727272727272727",,"stonedhenge","storm","stonedhenge","storm","0.2727272727272727","0.2727272727272727","10.0",,"10.0",,"1.0","1.0","10.0",,"10.0",,"1.0","1.0","2217.0",,"2217.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_18122","spy_6157","0.19999999999999996",,"resolution","rekah","resolution","rekah","0.19999999999999996","0.19999999999999996","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","2632.0",,"2632.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_15348","spy_16619","0.4285714285714286",,"loungin","loud","loungin","loud","0.4285714285714286","0.4285714285714286","10.0",,"10.0",,"0.16666666666666666","0.0","10.0",,"10.0",,"0.0","0.0","2231.0",,"2231.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_21281","spy_234","0.33333333333333337",,"porzellan","poison","porzellan","poison","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2107.0",,"2107.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_16451","spy_10196","0.4444444444444444",,"loverboy","lovebites","loverboy","lovebites","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2485.0",,"2485.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11909","spy_2914","0.5769230769230769",,"live from the lot","live from the union chapel","live from the lot","live from the union chapel","0.5769230769230769","0.5769230769230769","10.0",,"10.0",,"0.25","0.0","10.0",,"10.0",,"0.5","0.0","2693.0",,"2693.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_30346","spy_19773","0.4",,"unite","unlikeable","unite","unlikeable","0.4","0.4","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1539.0",,"1539.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_28430","spy_6878","0.33333333333333337",,"essential","escondidinho","essential","escondidinho","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.2631578947368421","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1577.0",,"1577.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_2114","spy_12798","0.30000000000000004",,"camo","cannonball","camo","cannonball","0.30000000000000004","0.30000000000000004","10.0",,"10.0",,"0.3333333333333333","0.0","10.0",,"10.0",,"0.5","0.0","1908.0",,"1908.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_39077","spy_7070","0.375",,"liar","libertad","liar","libertad","0.375","0.375","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","2511.0",,"2511.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_28039","spy_2129","0.4",,"madar","maybe","madar","maybe","0.4","0.4","10.0",,"10.0",,"0.45","0.0","10.0",,"10.0",,"0.9","0.0","1859.0",,"1859.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_9974","spy_16089","0.36363636363636365",,"strangeland","stunka","strangeland","stunka","0.36363636363636365","0.36363636363636365","3.0",,"3.0",,"0.125","0.0","3.0",,"3.0",,"0.09999999999999998","0.0","576.0",,"576.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_1612","spy_19684","0.2222222222222222",,"mezzanine","medusa","mezzanine","medusa","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2027.0",,"2027.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_13778","spy_15904","0.5",,"magpie","magnetic","magpie","magnetic","0.5","0.5","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","3693.0",,"3693.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_44870","spy_1238","0.6111111111111112",,"the very best of explainer vol.1 & 2","the very best of celine dion","the very best of explainer vol.1 & 2","the very best of celine dion","0.6111111111111112","0.6111111111111112","10.0",,"10.0",,"0.29411764705882354","0.0","10.0",,"10.0",,"0.30000000000000004","0.0","2730.0",,"2730.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_7741","spy_525","0.4444444444444444",,"standards","stones","standards","stones","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1912.0",,"1912.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_43499","spy_8229","0.33333333333333337",,"rammstein","radio","rammstein","radio","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2043.0",,"2043.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_14657","spy_1318","0.375",,"restless","rebelde","restless","rebelde","0.375","0.375","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2100.0",,"2100.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_27076","spy_1474","0.2857142857142857",,"baduizm","barco","baduizm","barco","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","2286.0",,"2286.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11337","spy_3037","0.33333333333333337",,"more","motion","more","motion","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","2169.0",,"2169.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_35075","spy_1599","0.5",,"vixen","vienes","vixen","vienes","0.5","0.5","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1885.0",,"1885.0",,"0.0","0.0"
