"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] AlbumTitleComparatorLevenshteinLowerCase record1Value","[0] AlbumTitleComparatorLevenshteinLowerCase record2Value","[0] AlbumTitleComparatorLevenshteinLowerCase record1PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase record2PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase similarity","[0] AlbumTitleComparatorLevenshteinLowerCase postproccesedSimilarity"
"LinearCombinationMatchingRule","WDC_41676","MB_72248","0.7083333333333333",,"the best of ohio players","the best of pat travers","the best of ohio players","the best of pat travers","0.7083333333333333","0.7083333333333333"
"LinearCombinationMatchingRule","WDC_12199","MB_2904","0.7",,"high hopes","high horse","high hopes","high horse","0.7","0.7"
"LinearCombinationMatchingRule","WDC_42477","MB_71521","0.2222222222222222",,"carousel","captivity","carousel","captivity","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_15091","MB_3020","0.18181818181818177",,"legerdemain","lessons","legerdemain","lessons","0.18181818181818177","0.18181818181818177"
"LinearCombinationMatchingRule","WDC_10246","MB_55310","0.30000000000000004",,"samarpanam","sangoma","samarpanam","sangoma","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_1725","MB_2770","1.0",,"the best of","the best of","the best of","the best of","1.0","1.0"
"LinearCombinationMatchingRule","WDC_21000","MB_4759","0.25",,"struktur","stay","struktur","stay","0.25","0.25"
"LinearCombinationMatchingRule","WDC_21000","MB_4758","0.25",,"struktur","stay","struktur","stay","0.25","0.25"
"LinearCombinationMatchingRule","WDC_7619","MB_74761","0.25",,"relativity","rediscovered","relativity","rediscovered","0.25","0.25"
"LinearCombinationMatchingRule","WDC_31306","MB_50335","0.33333333333333337",,"aura","automatic","aura","automatic","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_21662","MB_37057","0.4285714285714286",,"shapes","shutter","shapes","shutter","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_34092","MB_22612","0.19999999999999996",,"me","metropolis","me","metropolis","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_21801","MB_10522","0.8333333333333334",,"image","images","image","images","0.8333333333333334","0.8333333333333334"
"LinearCombinationMatchingRule","WDC_15167","MB_77890","0.4285714285714286",,"the best of vol. iv - the megamixes","the best of tanya tucker","the best of vol. iv - the megamixes","the best of tanya tucker","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_28133","MB_14225","0.5",,"ligaya","lilac","ligaya","lilac","0.5","0.5"
"LinearCombinationMatchingRule","WDC_3719","MB_29601","0.33333333333333337",,"lifeforms","live","lifeforms","live","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_8009","MB_76149","0.4",,"intuition","ingravitto","intuition","ingravitto","0.4","0.4"
"LinearCombinationMatchingRule","WDC_42136","MB_54354","1.0",,"toxic","toxic","toxic","toxic","1.0","1.0"
"LinearCombinationMatchingRule","WDC_8781","MB_17714","0.2727272727272727",,"eveningland","everybody","eveningland","everybody","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_28791","MB_79243","0.5714285714285714",,"protest","pretend","protest","pretend","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","WDC_44685","MB_26971","0.5",,"trap","trance","trap","trance","0.5","0.5"
"LinearCombinationMatchingRule","WDC_25012","MB_2043","0.75",,"alma","alba","alma","alba","0.75","0.75"
"LinearCombinationMatchingRule","WDC_10128","MB_80041","0.375",,"cimarron","citysmog","cimarron","citysmog","0.375","0.375"
"LinearCombinationMatchingRule","WDC_29445","MB_65593","0.4444444444444444",,"melody","melatonin","melody","melatonin","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_4096","MB_79614","0.40740740740740744",,"the best of the shangri-las","the best of","the best of the shangri-las","the best of","0.40740740740740744","0.40740740740740744"
"LinearCombinationMatchingRule","WDC_32298","MB_9914","0.2222222222222222",,"something","sour","something","sour","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_31831","MB_56788","0.30000000000000004",,"naturally!","nattfödd","naturally!","nattfödd","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_3278","MB_75894","0.5945945945945945",,"the very best of sting and the police","the very best of dan seals","the very best of sting and the police","the very best of dan seals","0.5945945945945945","0.5945945945945945"
"LinearCombinationMatchingRule","WDC_11486","MB_29580","0.5",,"collection","compositions","collection","compositions","0.5","0.5"
"LinearCombinationMatchingRule","WDC_37343","MB_21198","0.36363636363636365",,"hero","heartsounds","hero","heartsounds","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_14500","MB_9199","0.25",,"conveyor","compositions","conveyor","compositions","0.25","0.25"
"LinearCombinationMatchingRule","WDC_26832","MB_15878","0.2222222222222222",,"mal-1","madrigals","mal-1","madrigals","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_38850","MB_2523","0.625",,"starship","stars","starship","stars","0.625","0.625"
"LinearCombinationMatchingRule","WDC_38269","MB_25276","0.5",,"discopathy","disc-overy","discopathy","disc-overy","0.5","0.5"
"LinearCombinationMatchingRule","WDC_29094","MB_53716","0.5555555555555556",,"rocket","rockferry","rocket","rockferry","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","WDC_29094","MB_53717","0.5555555555555556",,"rocket","rockferry","rocket","rockferry","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","WDC_4080","MB_47076","0.36363636363636365",,"charade","chiaroscuro","charade","chiaroscuro","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_16672","MB_9355","0.5416666666666667",,"very best of the osmonds","very best of pfr","very best of the osmonds","very best of pfr","0.5416666666666667","0.5416666666666667"
"LinearCombinationMatchingRule","WDC_39058","MB_68326","0.5238095238095238",,"i want to be with you","i want to go","i want to be with you","i want to go","0.5238095238095238","0.5238095238095238"
"LinearCombinationMatchingRule","WDC_40329","MB_43381","0.75",,"1996","1999","1996","1999","0.75","0.75"
"LinearCombinationMatchingRule","WDC_12910","MB_18738","0.2857142857142857",,"sheila","shadows","sheila","shadows","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_40420","MB_58968","0.46153846153846156",,"conveyor","conversations","conveyor","conversations","0.46153846153846156","0.46153846153846156"
"LinearCombinationMatchingRule","WDC_11360","MB_28014","0.2222222222222222",,"elemental","ellipse","elemental","ellipse","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_32068","MB_13845","0.375",,"roadkill","rodeo","roadkill","rodeo","0.375","0.375"
"LinearCombinationMatchingRule","WDC_25814","MB_16380","0.375",,"the best of woody herman","the beauty of simplicity","the best of woody herman","the beauty of simplicity","0.375","0.375"
"LinearCombinationMatchingRule","WDC_1972","MB_9846","0.33333333333333337",,"dinner","dirty","dinner","dirty","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_30312","MB_62856","0.25",,"estuve","escapism","estuve","escapism","0.25","0.25"
"LinearCombinationMatchingRule","WDC_5891","MB_9202","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_2774","MB_51029","0.2222222222222222",,"maureen","mariposas","maureen","mariposas","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_25614","MB_33265","0.2222222222222222",,"sunflower","susamam","sunflower","susamam","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_32844","MB_5902","0.25",,"today","touching","today","touching","0.25","0.25"
"LinearCombinationMatchingRule","WDC_44366","MB_14305","0.5555555555555556",,"awakening","awake","awakening","awake","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","WDC_18028","MB_42577","0.4285714285714286",,"semicircle","semi-conductor","semicircle","semi-conductor","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_40516","MB_61620","0.2857142857142857",,"rushing","runaway","rushing","runaway","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_2841","MB_48780","0.19999999999999996",,"collective","coward","collective","coward","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_21281","MB_28805","0.33333333333333337",,"porzellan","poeci","porzellan","poeci","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_35948","MB_3973","0.2666666666666667",,"unforgettable","unwiderstehlich","unforgettable","unwiderstehlich","0.2666666666666667","0.2666666666666667"
